Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Senior Software Engineer - IT MNC - Mumbai,"4,00,000-9,00,000pa.",4 - 8 yrs, core java web services oracle sql web technologies rest soap,Programming & Design,Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,4,8
 Asp.net MVC Developer,"4,00,000-9,00,000pa.",2 - 7 yrs, ASPNet MVC,Programming & Design,Delhi NCR,IT Software ,IT,Software Developer,40.0,90.0,65,2,7
 Looking For Qualified CA For Gurgaon Location,"4,00,000-9,00,000pa.",4 - 9 yrs, Salary Accounting Fiemptyce Fiemptycial Management Ca,Accounts,Gurgaon,Accounts ,NGO,Chartered Accountant,40.0,90.0,65,4,9
 JOB || Hiring For Sales Manager @ Mumbai,"4,00,000-9,00,000pa.",4 - 9 yrs, business generation marketing sales management material handling Technical Support technical sales presentation skills sales planning problem solving strategic alliances,Corporate Sales,Mumbai,Sales ,Aviation,Sales/Business Development Manager,40.0,90.0,65,4,9
 Immediate Openings For Automation Qa,"4,00,000-9,00,000pa.",5 - 9 yrs, Software Development Life Cycle Writing Test Cases Software Engineering Selenium Test Design Software Quality Cucumber SDLC SQL,Programming & Design,Bengaluru,IT Software ,IT,Testing Engineer,40.0,90.0,65,5,9
 Retail Buyer and Merchandiser - Only Female,"4,00,000-9,00,000pa.",4 - 8 yrs, Purchase Retail Merchandising Excel Buyer Activities Product Life Cycle Pricing Analysis Comparative Analysis Data Entry international brand,Designer,Delhi NCR ,Fashion Designing ,Textiles,Merchandiser,40.0,90.0,65,4,8
 Urgent Opening For a Senior Network And Security Engineer,"4,00,000-9,00,000pa.",3 - 8 yrs, networking routing switching fortigate network design vmware linux troubleshooting,Admin,Ahmedabad,IT Software ,IT,Network Administrator,40.0,90.0,65,3,8
 Assistant Manager US Tax - Enrolled Agent,"4,00,000-9,00,000pa.",4 - 9 yrs, Mba Fiemptyce MS Office Suite Career Development Subject Matter Expertise English Language Technical Skills Tax Returns Us Tax MS Visio Project Handling,Accounts,Bengaluru,Accounts ,Strategy,Financial Accountant,40.0,90.0,65,4,9
 Opportunity with Quikr Realty- Business Development Manager (mumbai),"4,00,000-9,00,000pa.",3 - 8 yrs, revenue generation client handling sales business development real estate Client Servicing business development executive business development management business development bdm business development manager sales corporate strategy,Retail Sales,Mumbai,Sales ,Real Estate,Sales/Business Development Manager,40.0,90.0,65,3,8
 JavaScript Developer,"4,00,000-9,00,000pa.",9 - 13 yrs, HTML CSS Javascript Web Development Web Designing Net Application Development Application Design,Programming & Design,Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,9,13
 IT Helpdesk / Technical Helpdesk,"4,00,000-9,00,000pa.",2 - 7 yrs, IT Helpdesk Technical Helpdesk Hardware Support IT Support Communication Skills,nan,Bengaluru,Other,Other,Other,40.0,90.0,65,2,7
 Devops Engineer ,"4,00,000-9,00,000pa.",2 - 7 yrs, Jenkins Java Docker Linux Development Ansible Bash Ruby Puppet AWS Devops Python,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,40.0,90.0,65,2,7
 Assistant Manager Purchase,"4,25,000-4,75,000pa.",10 - 12 yrs, Assistant Manager Purchase,Purchase,Gurgaon,Supply Chain ,Electricals,Purchase Executive,42.5,47.5,45,10,12
" Production Coordinator Knits Ladies Hi Fashion Garment Male Delhi,ncr","4,25,000-4,75,000pa.",1 - 3 yrs,empty,Designer,Delhi NCR,Fashion Designing ,Export,Apparel/Garment Designer,42.5,47.5,45,1,3
 Urgent Hiring For PLC Programmer,"4,25,000-4,75,000pa.",3 - 5 yrs, PLC Siemens Mitsubishi,nan,Pune,Other,Semiconductors,Other,42.5,47.5,45,3,5
 TL- Min 2 yrs- TL on Papers For Inbound CS Ro-shifts - Navi Mumbai,"4,25,000-5,00,000pa.",3 - 8 yrs, Inbound Customer Service Team Handling TL International Process CSAT,Voice,Mumbai,ITES ,BPO,Team Leader -(NonTechnical),42.5,50.0,46,3,8
 Relationship Manager - Sales - Hyderabad,"4,25,000-5,00,000pa.",1 - 6 yrs, insurance marketing Entertainment relationship management housing Banking Media primary sales home loans sales,Retail Sales,Hyderabad,Sales ,Real Estate,Sales/Business Development Manager,42.5,50.0,46,1,6
 Soft Skills Trainer & Quality,"4,25,000-5,50,000pa.",3 - 7 yrs, soft skills training Soft Skills Communication Skills soft skills trainer communication trainer language trainer quality improvement language skills Interpersonal Skills Chat Process,Training,Mumbai,ITES ,BPO,Soft Skills Trainer,42.5,55.0,48,3,7
 Operations Manager,"4,25,000-5,50,000pa.",3 - 5 yrs, Operations Operations Management Operations Manager Loyalty Programs Loyalty Program Management ops Rewards loyalty loyalty program Client Servicing Assistant Manager Operations,Operations,Chandigarh,ITES ,BPO,Operations Manager,42.5,55.0,48,3,5
 Premium Accounts Manager,"4,25,000-5,50,000pa.",4 - 8 yrs, Corporate Sales Fiemptyce Cross Selling Casa Dealing Presentation Skills,Retail Sales,Mumbai Suburbs,Sales ,Banking,Sales/Business Development Manager,42.5,55.0,48,4,8
 Freelance-MLM Network Marketing Leaders (work From Home),"4,25,000-6,00,000pa.",5 - 10 yrs, Direct Marketing Sales Lead Generation Internet Marketing Business Development field sales,nan,Bengaluru,Self Employed ,FMCG,Outside Consultant,42.5,60.0,51,5,10
 Android Developer - Mumbai,"4,25,000-6,50,000pa.",2 - 6 yrs, Native Java Rest Android Development,Programming & Design,Mumbai,IT Software ,Media,Software Developer,42.5,65.0,53,2,6
 Wanted For Electrical Technician job in Dubai | Gulf,"4,25,000-6,50,000pa.",0 - 5 yrs, Ac ht panels technician lt panels electricals electrical mainteemptyce electrical technician installation troubleshooting air conditioner mainteemptyce,Site Engineering,Chennai,Site Engineering ,Construction,Electrical Engineer-Utility,42.5,65.0,53,0,5
" Immediate Req. For Finance Manager -prashant Vihar,delhi","4,25,000-6,50,000pa.",5 - 8 yrs,empty,Operations,Delhi,Financial Services ,Printing,Finance/Budgeting Manager,42.5,65.0,53,5,8
 .Net Developer,"4,25,000-7,00,000pa.",2 - 4 yrs, dot net developer aspnet c sql server net framework agile scrum mvc software development life cycle des oops javascript html5 angularjs coding,Programming & Design,Delhi,IT Software ,IT,Software Developer,42.5,70.0,56,2,4
 Analyst & Executive Assistant - Executive Director,"4,25,000-7,00,000pa.",1 - 5 yrs, Administration Administrative Support Excel Power Point Presentation Market Research Business Analysis,Analytics & BI,Mumbai,Analytics & Business Intelligence,Real Estate,Business Analyst,42.5,70.0,56,1,5
 Senior Quantitative Researcher,"4,25,000-7,00,000pa.",2 - 3 yrs, stata spss secondary research quantitative analysis data collection quantitative techniques data quality field work research research analyst analyst,nan,Gurgaon ,Other,Other,Other,42.5,70.0,56,2,3
 Team Lead/ Assiatant Manager (Day Shift),"4,25,000-7,00,000pa.",6 - 11 yrs, TEAMLEADER TEAMLEAD TL TEAM LEAD AM TEAM LEADER ASSISTANT MANAGER,Voice,Hyderabad,ITES ,BPO,Team Leader -(NonTechnical),42.5,70.0,56,6,11
 Medical Officers/clinical Coordinators/icu Assistants/resident Doctors,"4,25,000-7,00,000pa.",0 - 5 yrs, Mbbs Doctor BHMS MD Medicine,Medical Professional,Ahmedabad ,Medical ,Medical,Medical Officer,42.5,70.0,56,0,5
 Commercial Executive & Invoice Processing (manufacturing Industry),"4,25,000-7,00,000pa.",3 - 8 yrs, Accounting Entries Fiemptyce Auditing Statutory Audit Internal Audit TDS Bank Reconciliation Invoice Processing Sales Order Channel Partners,Purchase,Bengaluru ,Supply Chain ,Consumer Electronics,Commercial Manager,42.5,70.0,56,3,8
 Senior Associate / Assistant Manager - B2B - Inside Sales,"4,25,000-7,50,000pa.",2 - 7 yrs, Payment Collection Accounting Key Account Management Inside Sales Client Engagement New Business Marketing,Corporate Sales,Delhi NCR,Sales ,Other,Client Servicing/Key Account Manager,42.5,75.0,58,2,7
 Vechile Personal & Commercia Vechile LOAN - Gwalior & Delhi NCR,"4,25,000-8,50,000pa.",4 - 9 yrs, Business Loan PERSONAL LOAN home loan,Retail Sales,Delhi NCR,Sales ,Banking,Sales/Business Development Manager,42.5,85.0,63,4,9
 Manager Internal Audit::nbfc::bengaluru,"4,25,000-8,50,000pa.",3 - 8 yrs, Internal Audit Accounting Fiemptyce Audit Management Corrective Action Risk Control Auditing,Retail Sales,Bengaluru,Sales ,Banking,Regional Manager,42.5,85.0,63,3,8
 Private Security Supervisor / Bouncer,"4,25,000-8,50,000pa.",2 - 7 yrs, Office Administration bouncer office admin,nan,Delhi NCR,Defence Forces ,Chemicals,Security Supervisor,42.5,85.0,63,2,7
" Manager Indirect Taxation, Manager Direct Taxation,taxation Executive","4,25,000-8,50,000pa.",2 - 5 yrs, tds excise vat auditing tax direct tax stpi tax audit indirect taxation transfer pricing fresher international taxation service tax sales tax direct taxation corporate tax tp taxation corporate taxation fiemptyce,Accounts,Delhi NCR,Accounts ,Automobile,Taxation(Direct) Manager,42.5,85.0,63,2,5
 Manager/ Senior Manager BD - Digital Marketing,"4,25,000-8,50,000pa.",3 - 7 yrs, Bd Digital Marketing Senior Management Consumer Products,Channel Sales,Mumbai,Sales ,Medical,Sales / BD Manager,42.5,85.0,63,3,7
 Urgent Hiring For Production Manager with Photography Exp in Mumbai,"4,25,000-8,50,000pa.",5 - 10 yrs, Photography Post Production Illustrator Production Management Proof Reading Mainteemptyce Photoshop Daily Production Adobe Creative Suite Quality Control,nan,Navi Mumbai,Other,Media,Other,42.5,85.0,63,5,10
 Digital Marketing Trainer,"4,25,000-9,00,000pa.",4 - 8 yrs, AdWords AdSense SMM PPC Social Media Marketing Campaigns Digital Marketing SEM Email Marketing SEO,Teachers,Hyderabad,Teaching ,IT,Soft Skill Trainer,42.5,90.0,66,4,8
 Collection Manager Delhi & Bangalore,"4,25,000-9,00,000pa.",5 - 9 yrs, collection management Recovery Management delinquency management delinquency planning delinquency monitoring,Retail,Delhi NCR,Financial Services ,Banking,Collections Manager,42.5,90.0,66,5,9
" cost Accountant Trainee, cost Controller, Costing Officer","4,25,000-9,00,000pa.",2 - 5 yrs, fiemptycial analysis proposal margins variance analysis product costing rent budgeting estimation fresher cost control estate management site acquisition negotiation fiemptycial planning cost accounting profit pricing expenses,Accounts,Delhi NCR,Accounts ,Automobile,Cost Accountant,42.5,90.0,66,2,5
" PGT English - Vidyagyan School, Bulandshahr (residential School)","4,25,000-9,25,000pa.",5 - 10 yrs, teaching english pgt,Teachers,Delhi NCR,Teaching ,Education,Teacher/ Private Tutor,42.5,92.5,67,5,10
 Service Now Consultant,"4,25,000-9,25,000pa.",3 - 8 yrs, Java Rest JSON,Programming & Design,Delhi NCR,IT Software ,IT,Software Developer,42.5,92.5,67,3,8
 AX Technical Consultant,"4,25,000-9,25,000pa.",3 - 7 yrs,empty,Programming & Design,Hyderabad ,IT Software ,IT,Software Developer,42.5,92.5,67,3,7
 Regional Manager,"4,25,000-9,25,000pa.",4 - 9 yrs, Regional Management direct marketing Region business development sales marketing sales Marketing direct sales,Retail Sales,Bengaluru,Sales ,Education,Regional Manager,42.5,92.5,67,4,9
 Hiring US IT Recruitment Manager at Pune/mumbai/bangalore,"4,25,000-9,25,000pa.",4 - 9 yrs, Team Handling team management US IT Recruitment Recruitment Management,HR,Mumbai,HR ,IT,Recruitment Manager,42.5,92.5,67,4,9
 Hardware Design Engineer,"4,25,000-9,25,000pa.",2 - 5 yrs, emi electronics mixed signal design development testing networking laptop design engineering orcad microcontroller desktop fpga Analog hardware design desktop support power management pcb designing circuit designing ccna hardware,IT Hardware,Delhi NCR,IT Hardware ,IT,Hardware Design Engineer,42.5,92.5,67,2,5
 Genesys @ Pune,"4,25,000-9,25,000pa.",3 - 8 yrs, IVR Agile Solution Design,Programming & Design,Pune,IT Software ,IT,Software Developer,42.5,92.5,67,3,8
 Multimedia Audio/video Engineer,"4,25,000-9,25,000pa.",3 - 8 yrs, c c++ java android linux multimedia debugging hal Audio video,Programming & Design,Hyderabad,IT Software ,IT,Team Lead/Technical Lead,42.5,92.5,67,3,8
 SAP BW Hana developer,"4,25,000-9,25,000pa.",5 - 7 yrs, SAP BW Hana,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,42.5,92.5,67,5,7
 Java Developer,"4,50,000-4,75,000pa.",2 - 4 yrs, Jenkins Java Spring Mvc SQL,Programming & Design,Delhi,IT Software ,IT,Software Developer,45.0,47.5,46,2,4
 Executive Payroll and Statutory Compliance-pharma Co.-mumbai,"4,50,000-5,00,000pa.",3 - 4 yrs, pf esic tds statutory compliance,Other,Mumbai,HR ,Pharma,Other,45.0,50.0,47,3,4
 Assistant Manager Operations For Domestic BPO. CTC upto 5 LPA,"4,50,000-5,00,000pa.",4 - 5 yrs, operations management assistant manager accounts Assistant manager Customer Service Manager assistant manager Operations Team Leader Team Lead,Voice,Pune,ITES ,BPO,Assistant Manager/Manager -(NonTechnical),45.0,50.0,47,4,5
 Sales Manager,"4,50,000-5,00,000pa.",2 - 5 yrs, sales management target achievement crm business development industrial sales,Retail Sales,Delhi NCR,Sales ,Chemicals,Sales/Business Development Manager,45.0,50.0,47,2,5
 E-commerce Need MIS Analyst in Bangalore(must Know Sql+advanced Excel),"4,50,000-5,00,000pa.",2 - 5 yrs, data analysis sql advanced excel pivot table vlookup,Analytics & BI,Bengaluru ,Analytics & Business Intelligence,IT,Data Analyst,45.0,50.0,47,2,5
" CRM Operations , Malad","4,50,000-5,50,000pa.",5 - 6 yrs, Brd Writing Test Cases SCOPE Project Management Technology Solutions Execution Business Analysis Planning Quantity Analysis Tracking,Channel Sales,Mumbai,Sales ,Education,Client Relationship Manager,45.0,55.0,50,5,6
 Mumbai - Assistant Manager Human Resources,"4,50,000-5,50,000pa.",6 - 7 yrs, Assistant Manager HR Human Resource Management HR,Food & Beverage,Mumbai,Hotels ,Travel ,General Manager,45.0,55.0,50,6,7
 Store Sales Manager (retail),"4,50,000-5,50,000pa.",8 - 10 yrs, Retail Profitability Promotions Stock Management Home Decor Sales Development Store Management merchandising lifestyle,Retail Sales,Bengaluru,Sales ,Retail,Retail Store Manager,45.0,55.0,50,8,10
 Area Sales Manager - Mumbai,"4,50,000-5,50,000pa.",4 - 9 yrs, Area Sales Manager Territory Sales Manager Channel Manager Territory Sales Executive Territory Sales Officer Channel Sales,Retail Sales,Mumbai,Sales ,Telcom,Area Sales Manager,45.0,55.0,50,4,9
 Assistant Manager (sales Team Manager) Needed Urgently,"4,50,000-5,50,000pa.",4 - 9 yrs, Team Management Sales Representative Sales Management Assistant Sales Manager,Voice,Bengaluru,ITES ,BPO,Assistant Manager/Manager -(NonTechnical),45.0,55.0,50,4,9
 Manager - Sales & Marketing - Real Estate / Property Sales - Ahmedabad,"4,50,000-5,50,000pa.",5 - 10 yrs, prime manager sales marketing sales manager marketing manager business development property sales real estate sales real estate construction property developers satellite,Corporate Sales,Ahmedabad,Sales ,Real Estate,Sales/Business Development Manager,45.0,55.0,50,5,10
 SAP Business one,"4,50,000-5,50,000pa.",3 - 5 yrs, SAP B1 Business Process SAP Business One,Admin,Hyderabad,IT Software ,IT,Technical Support Engineer,45.0,55.0,50,3,5
 Urgent Requirement Manager-q.a. in Faridabad Plant,"4,50,000-5,50,000pa.",10 - 13 yrs, Gap Analysis QA QMS,Production,Faridabad,Production ,Automobile,Quality Assurance/Quality Control Manager,45.0,55.0,50,10,13
 Hiring For Retail Store Manager - Asics (bangalore),"4,50,000-5,50,000pa.",4 - 8 yrs, Retail Store Operations Retail Sales Store Management,Retail Sales,Bengaluru,Sales ,Retail,Retail Store Manager,45.0,55.0,50,4,8
 Accounts Executive,"4,50,000-5,50,000pa.",3 - 6 yrs, MCOM Bcom TDS PT Fiemptyce Gst Accounts Receivable Bank Reconciliation Accounts Payable,Accounts,Bengaluru,Accounts ,Accounting,Accounts Executive/Accountant,45.0,55.0,50,3,6
 Marketing Engineer (bangalore),"4,50,000-5,50,000pa.",1 - 4 yrs, HVAC Marketing,Marketing,Bengaluru,Marketing ,Facility Management,Marketing Manager,45.0,55.0,50,1,4
 Voice & Accent Trainer,"4,50,000-5,50,000pa.",4 - 8 yrs, Accent Training Soft Skills Communication Skills Entry Level,Training,Mumbai,ITES ,BPO,Voice & Accent Trainer,45.0,55.0,50,4,8
 C# Developer,"4,50,000-6,00,000pa.",3 - 5 yrs, C Contact Center Problem Solving Office 365 MS Office Sharepoint Strong Communication Skills,Programming & Design,Chennai,IT Software ,IT,Software Developer,45.0,60.0,52,3,5
 Project Execution Manager - Interiors,"4,50,000-6,00,000pa.",3 - 8 yrs, Project Execution project management Designing project monitoring site monitoring project planning architecture,nan,Delhi NCR,Other,Architecture,Other,45.0,60.0,52,3,8
 Assistant Manager - Taxation,"4,50,000-6,00,000pa.",0 - 4 yrs, Compliance Taxation direct taxation Indirect Taxation,Accounts,Mumbai,Accounts ,Accounting,Chartered Accountant,45.0,60.0,52,0,4
 Handicraft Designer-home Textiles-export House-60k-gurgaon,"4,50,000-6,00,000pa.",8 - 10 yrs, nedgraphics textile designing designer export house handicraft,Designer,Gurgaon,Fashion Designing ,Export,Textile Designer,45.0,60.0,52,8,10
 Trade Relationship Manager - Kotak Mahindra Bank - Across Mumbai,"4,50,000-6,00,000pa.",1 - 5 yrs, revenue generation insurance saving account trade fiemptyce commercial banking Customer sme sales forex sales working capital business banking transaction banking trade relationship management current account Client,Retail Sales,Mumbai,Sales ,Banking,Sales/Business Development Manager,45.0,60.0,52,1,5
 Hub Manager- AMD,"4,50,000-6,00,000pa.",4 - 8 yrs, service quality courier lean management people management leadership skills operations improvement support services,Logistics,Ahmedabad,Purchase ,Courier,Logistics Manager,45.0,60.0,52,4,8
 Business Development Associate,"4,50,000-6,00,000pa.",1 - 4 yrs, Sales Primary Business Development Deep Learning Customer Acquisition,Retail Sales,Delhi,Sales ,Education,Sales/Business Development Manager,45.0,60.0,52,1,4
