Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Automation Tester,"4,00,000-8,00,000pa.",4 - 7 yrs, Automation Testing VB SCRIPT Test Complete,Programming & Design,Bengaluru,IT Software ,IT,Testing Engineer,40.0,80.0,60,4,7
 Business Analyst / Product Owner,"4,00,000-8,00,000pa.",3 - 7 yrs, User Acceptance Testing Product Management Use Cases Written Communication Business Process Agile Process Project Leading Agile Development Leadership Skills Business Analysis,Institutional Sales,Chandigarh,Sales ,IT,Sales/Business Development Manager,40.0,80.0,60,3,7
 Associate/senior Associate Corporate,"4,00,000-8,00,000pa.",3 - 6 yrs, Taxation Transfer Pricing Gst Income Tax SEBI FEMA Corporate Handling,nan,Bengaluru,Legal ,Legal,Private Attorney/Lawyer,40.0,80.0,60,3,6
 Urgent: Contracts Specialist (Sr. Associate)_gep_navi Mumbai,"4,00,000-8,00,000pa.",3 - 8 yrs, Negotiation Drafting Contract Abstraction Contracts,nan,Navi Mumbai,Legal ,BPO,Legal Manager,40.0,80.0,60,3,8
 US IT Recruiter / Sr. US IT Recruiter - Bangalore / Pune,"4,00,000-8,00,000pa.",1 - 5 yrs, us it recruitment c2c dice w2 h1b us staffing technical recruitment sourcing linkedin,HR,Bengaluru,HR ,IT,Recruitment Executive,40.0,80.0,60,1,5
 Project Manager,"4,00,000-8,00,000pa.",4 - 7 yrs, Team Management Client Management Team Building Project Management Problem Solving Process Improvement Problem Analysis,Programming & Design,Ahmedabad,IT Software ,IT,Project Lead,40.0,80.0,60,4,7
 IT Project Manager,"4,00,000-8,00,000pa.",7 - 10 yrs, IT Project Management Project Planning IT Project Manager it project lead,Programming & Design,Pune,IT Software ,Real Estate,Project Lead,40.0,80.0,60,7,10
 Sales Manager - Beauty Advisor For a Retail CO in Ahmedabad,"4,00,000-8,00,000pa.",5 - 10 yrs, Retail Beauty Advisor Sales Management Beauty Products Marketing,Channel Sales,Ahmedabad,Sales ,Wellness ,Sales / BD Manager,40.0,80.0,60,5,10
 Software Engineer,"4,00,000-8,00,000pa.",3 - 6 yrs, hadoop hive mapreduce core java elastic search hbase sql Java Angularjs,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,80.0,60,3,6
 Android Developer,"4,00,000-8,00,000pa.",3 - 5 yrs, Bi Data Warehousing OBIEE,Programming & Design,Gurgaon,IT Software ,IT,Software Developer,40.0,80.0,60,3,5
 Transition Manager / Transition Lead / Migration Manager,"4,00,000-8,00,000pa.",4 - 9 yrs, Transition Management,nan,Delhi NCR,Other,IT,Other,40.0,80.0,60,4,9
 Software Developer/.net Angular Developer (angular and .net),"4,00,000-8,00,000pa.",2 - 7 yrs, Angularjs CSS Html5 css3,Programming & Design,Ahmedabad,IT Software ,IT,Software Developer,40.0,80.0,60,2,7
 Urgent Opening For Asst. Manager-it Infrastructure - Mumbai,"4,00,000-8,00,000pa.",4 - 7 yrs, Fortigate Networking Routing Hyper - V Dlp Sophos Windows Virtualization Switching Firewall,Admin,Mumbai,IT Software ,Banking,Technical Support Engineer,40.0,80.0,60,4,7
 CLUSTER MANAGER-TEAM HANDLING-CALL,"4,00,000-8,00,000pa.",5 - 10 yrs,empty,Channel Sales,Bengaluru,Sales ,Insurance,Area / Territory Manager,40.0,80.0,60,5,10
 Assistant Manager - Contract Solutions For Gurgaon,"4,00,000-8,00,000pa.",5 - 7 yrs, contract management Negotiation contract abstraction SLA commercial contracts NDA MSA,nan,Gurgaon,Legal ,Legal,Legal Manager,40.0,80.0,60,5,7
 Am/dm- Vendor Development,"4,00,000-8,00,000pa.",4 - 7 yrs, sourcing vendor development costing electronics components manufacturing,Production,Noida,Production ,Telcom,Project Manager-Production/Manufacturing/Maintenance,40.0,80.0,60,4,7
 Garment Technician- Leading American Clothing Company,"4,00,000-8,00,000pa.",3 - 7 yrs, Risk Assessment Clothing Technical Support Corrective Action Technician Activities Merchandising,nan,Bengaluru,Other,Textiles,Other,40.0,80.0,60,3,7
 AEM Developer.,"4,00,000-8,00,000pa.",4 - 8 yrs, CMS maven SVN Coding SDLC,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,80.0,60,4,8
 HR Generalist/ HR Executive/ Only Night Shift,"4,00,000-8,00,000pa.",3 - 8 yrs, hr generalist activities statutory compliance hr budgeting HR Generalist esic policies labour laws strategic hr strategic planning induction stakeholder management procedures pms onboarding epf,HR,Noida,HR ,Recruitment,HR Manager,40.0,80.0,60,3,8
 Python Developer,"4,00,000-8,00,000pa.",2 - 6 yrs,empty,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,80.0,60,2,6
 Industrial Sales/ OEM Sales / Industrial Equipment & Machinery,"4,00,000-8,00,000pa.",2 - 5 yrs, OEM Sales Industrial Product Sales Industrial Products Sales Engineer industrial sales technical sales KAM key account manager corporate sales calling Proposal,Corporate Sales,Kolkata,Sales ,Automobile,Client Servicing/Key Account Manager,40.0,80.0,60,2,5
 Client Acquisition & Business Development Come Client Servicing,"4,00,000-8,00,000pa.",3 - 8 yrs, business development client acquisition new business acquisition Client Servicing key account manager Client Relationship Management client management,Retail Sales,Bengaluru ,Sales ,Internet,Sales/Business Development Manager,40.0,80.0,60,3,8
 Hiring for Executive Assistant,"4,00,000-8,50,000pa.",3 - 7 yrs, Executive Assistant Travel Arrangements Time Management Calendaring Management Skills EA MS Office,nan,Bengaluru,Executive Assistant ,Other,Secretary/PA,40.0,85.0,62,3,7
 SAP Basis Consultant,"4,00,000-8,50,000pa.",3 - 5 yrs, basis administration sap basis consultant sap basis hana communication skills,System Design,Mumbai,IT Software ,IT,Outside Technical Consultant,40.0,85.0,62,3,5
 Opening for Test Engineer: Experience in Core Banking:: Quality Kiosk,"4,00,000-8,50,000pa.",2 - 5 yrs, core banking core banking solution Manual Testing Cbs,Programming & Design,Mumbai,IT Software ,IT,Team Lead/Technical Lead,40.0,85.0,62,2,5
 Tableau,"4,00,000-8,50,000pa.",3 - 7 yrs, Tableau Excel SQL Visualiser,Project Management,Bengaluru,IT Software ,IT,Project Manager-IT/Software,40.0,85.0,62,3,7
 Urgent Opening For java Developer@ Hyderabad,"4,00,000-8,50,000pa.",4 - 8 yrs, Java EE Serialization Hibernate Tomcat Rest Websphere UI JBoss JSP Spring Boot J2Ee user interface,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,40.0,85.0,62,4,8
 Area Training Manager in Health Insurance (upto 8.5lpa),"4,00,000-8,50,000pa.",4 - 9 yrs, process training sales training training management insurance training training insurance trainer product training induction training trainer training manager learning & development,Sales Support,Mumbai Suburbs,Sales ,Insurance,Sales Trainer,40.0,85.0,62,4,9
 Corporate Acquisition Manager- Corporate Salary,"4,00,000-8,50,000pa.",3 - 5 yrs, Cross Selling Casa Insurance Corporate Relations Sales HNI HNI Sales Current Account Corporate Accounts Manager Corporate Sales corporate selling,Corporate Sales,Bengaluru,Sales ,Banking,Sales/Business Development Manager,40.0,85.0,62,3,5
" Sr. Business Development Manager - Exim at Sion (E), Mumbai Location.","4,00,000-8,50,000pa.",4 - 9 yrs, epcg import exim business development management export sales advance license Marketing,Retail Sales,Mumbai,Sales ,Export,Sales/Business Development Manager,40.0,85.0,62,4,9
 Asset Relationship Manager,"4,00,000-8,50,000pa.",2 - 4 yrs,empty,Corporate Banking,Pune,Financial Services ,Banking,Relationship Executive,40.0,85.0,62,2,4
 Hiring For Am Operations !! Noida Location,"4,00,000-8,50,000pa.",3 - 8 yrs, Assistant Manager am am operations,Voice,Delhi NCR,ITES ,BPO,Assistant Manager/Manager -(NonTechnical),40.0,85.0,62,3,8
 Territory Sales Incharge For a fmcg Company in Hyderabad & Vijaywada,"4,00,000-8,50,000pa.",4 - 9 yrs, Channel Partners Territory Sales Primary FMCG Sales Executive Activities,Institutional Sales,Hyderabad,Sales ,FMCG,Sales Executive/Officer,40.0,85.0,62,4,9
 Java Developer - Delhi,"4,00,000-8,50,000pa.",3 - 5 yrs, Java Hibernate IBATIS Solr Javascript J2Ee ORM Spring Lucene Web Services,Programming & Design,Delhi,IT Software ,IT,Software Developer,40.0,85.0,62,3,5
 Urgent Openings for Dotnet Developer@adapty - Thane,"4,00,000-9,00,000pa.",1 - 5 yrs, aspnet mvc aspnet,Programming & Design,Navi Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,1,5
 Urgent Openings for Linux Administration for Punbe location,"4,00,000-9,00,000pa.",3 - 8 yrs, Linux Administration Aix Solaris,Admin,Pune,IT Software ,IT,DBA,40.0,90.0,65,3,8
 Dot net- Developer/ Sr. Dot Net Developer,"4,00,000-9,00,000pa.",2 - 5 yrs, Javascript Java Net MS SQL Server RDBMS T - SQL Technical Design,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,2,5
 Product QA Engineer ( Automation + Manual Tester),"4,00,000-9,00,000pa.",4 - 8 yrs, qa load runner java automation selenium performance testing automation testing manual testing quality assurance engineering jmeter Python,Programming & Design,Delhi NCR,IT Software ,IT,System Analyst,40.0,90.0,65,4,8
 Unit Manager - Collections/Senior Unit Manager - Collections,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Retail,Pune,Financial Services ,Banking,Collections Manager,40.0,90.0,65,2,7
 Business Development Manage/ Deputy Manager,"4,00,000-9,00,000pa.",5 - 10 yrs, business development lead generation Corporate Sales B2B Sales Client Meetings Direct Sales,Retail Sales,Mumbai,Sales ,Banking,Sales/Business Development Manager,40.0,90.0,65,5,10
 UI UX Designer For Well Funded App- Bangalore,"4,00,000-9,00,000pa.",4 - 8 yrs, UX designer ecommerce,Programming & Design,Bengaluru,IT Software ,Internet,Software Developer,40.0,90.0,65,4,8
 Software Engineer- Python/ Workflow,"4,00,000-9,00,000pa.",2 - 7 yrs, c python Azure java script windows server software engineering mysql dicom javascript centos,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,2,7
 Opening for Java Developer/UI developer/.Net/Mainframes/ETL developer,"4,00,000-9,00,000pa.",2 - 6 yrs, Java jcl CSSD Technician cobol Html5 UI Development Net ui design Mainframes,Programming & Design,Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,2,6
 Walk-in Interview For Java Professionals,"4,00,000-9,00,000pa.",2 - 6 yrs, hipaa microservice Ios Development Objective C hibernate Jasper Reports dicom ExtJS Java script hl7 java j2ee Javascript angularjs,Programming & Design,Chennai,IT Software ,IT,Software Developer,40.0,90.0,65,2,6
 Dot Net Developer with MVC - Worli Location,"4,00,000-9,00,000pa.",3 - 8 yrs, MVC Aspnet,Programming & Design,Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
 Data Warehouse Developer,"4,00,000-9,00,000pa.",4 - 7 yrs, Business Intelligence Azure Third Party SQL Server Data Warehousing Tableau SSIS,Programming & Design,Kolkata,IT Software ,IT,Software Developer,40.0,90.0,65,4,7
 Team Leader,"4,00,000-9,00,000pa.",2 - 7 yrs, quality control team leader team motivation supervisor,Back Office,Mumbai,ITES ,Media,Team Leader -(Technical),40.0,90.0,65,2,7
 TIBCO Administrator,"4,00,000-9,00,000pa.",3 - 6 yrs, tibco Software Testing,Programming & Design,Navi Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,3,6
 GSS Automation Development and Support Analyst,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Programming & Design,Mumbai,IT Software ,Banking,Software Developer,40.0,90.0,65,2,7
 Operation - Manager / Asst Manager,"4,00,000-9,00,000pa.",3 - 8 yrs, Customer Service operations manager logistics management Stock Management Vendor Management Excel Report Preparation Corporate Gifts inventory management operation Cards,Operations,Mumbai,ITES ,Other,Operations Manager,40.0,90.0,65,3,8
 Accounts Manager (male),"4,00,000-9,00,000pa.",7 - 12 yrs, Balance Sheet Finalisation service tax bank reconciliation gst income tax taxation fiemptycial auditing fiemptyce tax audit,Accounts,Gurgaon,Accounts ,IT,Accounts Manager,40.0,90.0,65,7,12
 Faculty For Botany,"4,00,000-9,00,000pa.",1 - 6 yrs, botany assistant professor,University Level,Delhi NCR,Teaching ,Education,Assistant Professor,40.0,90.0,65,1,6
 Urgent Opening-process Engineer-water Industry-bangalore,"4,00,000-9,00,000pa.",4 - 9 yrs, PFDS Unit Operations Process Engineering Chemical Engineering STP Data Sheets UF WTP Flow Diagram Technical Sales Environmental Engineering Waste Water Treatment Process Design RO,Engineering Design,Bengaluru,Engineering Design ,Water Treatment,Senior Design Engineer,40.0,90.0,65,4,9
 Hiring For Mscrm Technical Consultant Position,"4,00,000-9,00,000pa.",4 - 9 yrs, MS CRM Dynamics CRM,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,40.0,90.0,65,4,9
 Node JS/ Angular JS -Sr Developer/ Lead Position in Mumbai.,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Programming & Design,Mumbai,IT Software ,IT,Software Developer,40.0,90.0,65,2,7
 Automation Selenium : Pune / Bangalore : Reply Asap,"4,00,000-9,00,000pa.",3 - 8 yrs, java selenium qa automation,Programming & Design,Mumbai,IT Software ,IT,Testing Engineer,40.0,90.0,65,3,8
 Software QA Test Engineer,"4,00,000-9,00,000pa.",3 - 8 yrs, Test Engineering Web Technologies Functional Testing Regression Testing Unit Testing Sanity Testing User Acceptance Testing Interface Testing Smoke Testing,Programming & Design,Mumbai,IT Software ,IT,Testing Engineer,40.0,90.0,65,3,8
 Hiring For Java Developer,"4,00,000-9,00,000pa.",3 - 8 yrs, Java Angularjs CSS Hibernate Spring Mvc Advanced Java JSP Java Web Services Spring Boot Microservices Rest Core Java Javascript JPA Spring Security,Programming & Design,Pune,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
 Opening For Site Civil Position_pharma,"4,00,000-9,00,000pa.",7 - 12 yrs, Civil Supervisor civil engineer site incharge Civil Engineering site engineer site supervisor,Project Management,Vadodara,Site Engineering ,Pharma,Project Manager-Production/Manufacturing/Maintenance,40.0,90.0,65,7,12
 Urgent Requirement||compliance Manager - Andheri (contract Labour Act),"4,00,000-9,00,000pa.",4 - 9 yrs, pf Contract labour act audit,Other,Mumbai,HR ,Other,Other,40.0,90.0,65,4,9
 Team Leader,"4,00,000-9,00,000pa.",5 - 10 yrs, Project Management Project Delivery Project Planning Requirement Analysis Team Leading Software Development software programming it programming,Programming & Design,Kolkata ,IT Software ,IT,Team Lead/Technical Lead,40.0,90.0,65,5,10
 Recruitment Drive-bengaluru -(furniture Designers/production Managers,"4,00,000-9,00,000pa.",4 - 9 yrs, estimation boq preparation quantity estimation Furniture,Creative,Mumbai,Design ,Architecture,Product Designer,40.0,90.0,65,4,9
 HIP Consultant,"4,00,000-9,00,000pa.",3 - 5 yrs, Docker Java Bamboo Maven Microservices Devops Linux AWS Cloud CI,System Design,Bengaluru,IT Software ,IT,ERP Consultant,40.0,90.0,65,3,5
 Power Builder,"4,00,000-9,00,000pa.",3 - 5 yrs, Powerbuilder SyBase,Programming & Design,Pune,IT Software ,IT,Software Developer,40.0,90.0,65,3,5
 C Python App/Production Support Pune Interview location chennai,"4,00,000-9,00,000pa.",1 - 5 yrs, SQL Unix C Python Production Support,Admin,Pune,IT Software ,IT,Technical Support Engineer,40.0,90.0,65,1,5
 Receptionist / Front Desk Executive,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,nan,Mumbai,Executive Assistant ,Recruitment,Receptionist,40.0,90.0,65,2,7
 LTI Hiring For SAP BODS Developer - F2F - 20th Jul - Pune,"4,00,000-9,00,000pa.",2 - 7 yrs, Unix Control - M Unit Testing Requirement Gathering 11G PLSQL Oracle ETL Production Support SQL,Programming & Design,Pune,IT Software ,IT,Team Lead/Technical Lead,40.0,90.0,65,2,7
 Recruitment Specialist_investment Banking Client_bangalore,"4,00,000-9,00,000pa.",4 - 9 yrs,empty,HR,Bengaluru,HR ,Recruitment,Recruitment Executive,40.0,90.0,65,4,9
 US IT Technical Recruiter Sec 136 Noida,"4,00,000-9,00,000pa.",2 - 7 yrs, US Staffing Management Services IT Staffing Application Management IT Consulting Negotiation Skills Dice Sourcing Technical Recruitment IT Services,HR,Noida,HR ,IT,Recruitment Executive,40.0,90.0,65,2,7
 Engineering Manager,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Project Management,Bengaluru,IT Software ,IT,Project Manager-IT/Software,40.0,90.0,65,2,7
 Informatica Administrator,"4,00,000-9,00,000pa.",5 - 10 yrs, CDC Powercenter,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,40.0,90.0,65,5,10
 Advance java Spring Hibernate Developer Walk in Drive on 20th July,"4,00,000-9,00,000pa.",2 - 4 yrs, spring css java jsp servlets Javascript J2Ee html hibernate,Programming & Design,Gurgaon,IT Software ,IT,Software Developer,40.0,90.0,65,2,4
 Software Design Engineer | Gurgaon,"4,00,000-9,00,000pa.",2 - 3 yrs, Design Engineering Software Design,Programming & Design,Delhi NCR,IT Software ,IT,Database Architect/Designer,40.0,90.0,65,2,3
 Executive Nurturing,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Operations,Mumbai,Financial Services ,Strategy,Operations Manager,40.0,90.0,65,2,7
 Front Office Manager,"4,00,000-9,00,000pa.",4 - 9 yrs, Front Office Management,Front Office,Port Blair,Hotels ,Travel ,Front Office/Guest Relations Executive/Manager,40.0,90.0,65,4,9
 Freight Forwarding,"4,00,000-9,00,000pa.",3 - 8 yrs, import freight forwarding customer service Export export documentation,Corporate Sales,Mumbai,Sales ,Courier,Sales Executive/Officer,40.0,90.0,65,3,8
 Urgent Hiring For Java Developer....................pune,"4,00,000-9,00,000pa.",4 - 9 yrs, Design Patterns Core Java multithreading Struts spring MVC Spring Boot Spring Batch PLSQL Oracle Communication Skills SQL,Programming & Design,Pune,IT Software ,IT,Software Developer,40.0,90.0,65,4,9
 Urgent requirement for .NET MVC role for Gurgaon location,"4,00,000-9,00,000pa.",2 - 5 yrs, MVC Net,Voice,Gurgaon,ITES ,KPO,Assistant Manager/Manager-(Technical),40.0,90.0,65,2,5
 Urgent Looking For Salesforce Developer (immediate Joiner),"4,00,000-9,00,000pa.",3 - 8 yrs, salesforce sfdc developer salesforce developer,Programming & Design,Ahmedabad,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
 Opening for Automation Tester in Noida on Contract to Hire Position,"4,00,000-9,00,000pa.",5 - 10 yrs, automation testing qtp vb script quality center Automation Tester,Programming & Design,Noida,IT Software ,IT,Testing Engineer,40.0,90.0,65,5,10
 Automation Test Engineer,"4,00,000-9,00,000pa.",5 - 8 yrs, github selenium automation testing jenkins QA Automation jira,Programming & Design,Chennai,IT Software ,IT,Testing Engineer,40.0,90.0,65,5,8
 .NET Developer,"4,00,000-9,00,000pa.",4 - 9 yrs, C Web Technologies ASPNet Net MVC SQL,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,4,9
 Urgent Required Mongodb DBA,"4,00,000-9,00,000pa.",2 - 7 yrs, HTML MySQL JQuery MongoDB Couchbase Eclipse AWS Ubuntu Web Technologies Mapreduce,Programming & Design,Pune,IT Software ,IT,Software Developer,40.0,90.0,65,2,7
 Nodejs Developer / React Native Developer,"4,00,000-9,00,000pa.",3 - 8 yrs, Application Development application developer Mean Stack Software Engineer software developer mongodb Mobile Application Development,Programming & Design,Delhi,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
 IT Assistant Manager - Auto/ Auto Ancillary - New Delhi,"4,00,000-9,00,000pa.",4 - 9 yrs, IT Operations Instrumentation Assistant manager IOT PLC,Production,Delhi NCR,Production ,Automobile,Engineering Manager,40.0,90.0,65,4,9
" Urgent Opening, B2B Sales _Low Voltage Switchgear(PAN INDIA)","4,00,000-9,00,000pa.",4 - 9 yrs, B2B Sales MCB MCCB switchgear DBs Panel Switches power equipments ACbs,Retail Sales,Bengaluru,Sales ,Electricals,Sales/Business Development Manager,40.0,90.0,65,4,9
 Cloud Native Data and Computing Solution Architect,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Programming & Design,Bengaluru,IT Software ,IT,Technical Architect,40.0,90.0,65,2,7
 Android Camera Framework Engineer- Hal(3 to 6 Years),"4,00,000-9,00,000pa.",3 - 7 yrs, android framework multimedia framework design development HAL,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,3,7
 Corporate Trainer - Citrix,"4,00,000-9,00,000pa.",3 - 8 yrs, Corporate Training citrix xenapp,Other,Delhi NCR,IT Software ,Education,Trainer/Faculty,40.0,90.0,65,3,8
 Jr. / Sr. QA Executive Dholka,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Production,Ahmedabad,Production ,Recruitment,Quality Assurance/Quality Control Executive,40.0,90.0,65,2,7
 Visualization Consultant,"4,00,000-9,00,000pa.",2 - 5 yrs, Client Management Analytical Skills Database Management Problem Solving SQL Database Data Modeling Management Skills QlikView ETL,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,2,5
 Manager Financial Planning & Analysis,"4,00,000-9,00,000pa.",5 - 8 yrs, Fiemptyce Fiemptycial Planning,Finance,Gurgaon,Accounts ,IT,Financial Analyst,40.0,90.0,65,5,8
" Job Opening :: Vara United :: Sales Manager :: Andheri, Mumbai","4,00,000-9,00,000pa.",0 - 5 yrs, sales management competitor analysis relationship management negotiation skills it sales cross selling new business development sales support,Corporate Sales,Mumbai,Sales ,IT,Sales/Business Development Manager,40.0,90.0,65,0,5
 Andriod Developer/ios Developer,"4,00,000-9,00,000pa.",3 - 5 yrs, IPhone SDK ios sdk mobile application development IOS android development Cocoa Touch Android,Programming & Design,Chandigarh,IT Software ,IT,Software Developer,40.0,90.0,65,3,5
 Executive/Sr Executive - Strategic Sourcing,"4,00,000-9,00,000pa.",5 - 10 yrs, procurement purchase new vendor development strategic sourcing vendor management price negotiation product sourcing product vendor development,Purchase,Thane,Purchase ,Medical Devices ,Purchase/Vendor Development Manager,40.0,90.0,65,5,10
 Instrumentation Design Engineer,"4,00,000-9,00,000pa.",5 - 10 yrs, Gas Oil Instrumentation Design Design Engineering spi intools Smart Plant Instrumentation smartplant,Engineering Design,Gurgaon,Engineering Design ,Oil and Gas,Design Engineer,40.0,90.0,65,5,10
 Site Engineer,"4,00,000-9,00,000pa.",2 - 7 yrs,empty,Site Engineering,Thane,Site Engineering ,Construction,Construction-Construction Management,40.0,90.0,65,2,7
 E-zest is Hiring for Java Developers,"4,00,000-9,00,000pa.",4 - 7 yrs, java angularjs spring boot hibernate spring framework jquery,Programming & Design,Pune,IT Software ,IT,Software Developer,40.0,90.0,65,4,7
 Content Marketing Manager,"4,00,000-9,00,000pa.",4 - 6 yrs, Content Writing Content Marketing Digital Marketing Branding Brochures PPTP SEO Analytics B2B SAAS Press Release Newsletters Website Email Campaign campaign Digital Transformation Blogs Blog Writing Banners Infographics,Creative,Noida ,Marketing ,Advertising,Copywriter,40.0,90.0,65,4,6
 Looking For Technical Writer with 2 - 5 Years Experience - Gurgaon,"4,00,000-9,00,000pa.",2 - 5 yrs, technical writing Adobe Framemaker madcap flare framemaker Technical Writer,Other,Gurgaon,IT Software ,IT,IT/Technical Content Developer,40.0,90.0,65,2,5
 Urgent Vacancy for Lead Verification Engineer- Soc/ip,"4,00,000-9,00,000pa.",5 - 10 yrs, System Verilog UVM Axi Ahb SOC Verification PCIE Ddr Formal Verification Design Verification USB,Programming & Design,Noida,IT Software ,IT,Team Lead/Technical Lead,40.0,90.0,65,5,10
" Senior Test Engineer, Senior Manager Qa,software test Engineer","4,00,000-9,00,000pa.",4 - 8 yrs, Test Engineering Regression Testing Java Selenium Webdriver Software Testing Test Planning JMeter Functional Testing QA Management Load Testing Python,Programming & Design,Bengaluru,IT Software ,IT,Testing Engineer,40.0,90.0,65,4,8
 SEO Java Developer,"4,00,000-9,00,000pa.",3 - 6 yrs, Core Java Spring Mvc Hibernate SEO,Programming & Design,Noida,IT Software ,IT,Software Developer,40.0,90.0,65,3,6
 Hiring Sr. Executive Finance For a Retail Brand in Mumbai,"4,00,000-9,00,000pa.",4 - 9 yrs, SAP Accounting Cash Handling Data Analysis Gst Bank Reconciliation Accounts Payable,Finance,Mumbai,Accounts ,Retail,Finance Executive,40.0,90.0,65,4,9
 Software Developer,"4,00,000-9,00,000pa.",3 - 8 yrs, qml qt uml design patterns linux embedded development,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
 Control M Administrator(immediate Joining),"4,00,000-9,00,000pa.",2 - 5 yrs, Control - M Bmc,Other,Navi Mumbai,IT Software ,IT,Outside Consultant,40.0,90.0,65,2,5
 Python Developer/salary Up to 9 Lpa/noida,"4,00,000-9,00,000pa.",3 - 5 yrs, Django Python Web Technologies Python Developer ORM Javascript Html5,Programming & Design,Noida,IT Software ,IT,Software Developer,40.0,90.0,65,3,5
" Urgent Hiring For US Regulatory, MSCI","4,00,000-9,00,000pa.",3 - 8 yrs, Equity Trading,nan,Bengaluru,Other,Other,Other,40.0,90.0,65,3,8
 Java Test Engineer for Startup Company,"4,00,000-9,00,000pa.",2 - 5 yrs, test engineering automation testing jmeter agile methodology git jira unix python developer,Programming & Design,Pune,IT Software ,IT,Testing Engineer,40.0,90.0,65,2,5
 Level IV Company Openings For - JDA,"4,00,000-9,00,000pa.",3 - 8 yrs, life cycle software development supply chain planning jda mcom,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,3,8
" Assistant Manager Finance &amp; Accounts,","4,00,000-9,00,000pa.",3 - 8 yrs, accounts receivable commercial gst accounting indirect taxation,Accounts,Mumbai,Accounts ,Automobile,Chartered Accountant,40.0,90.0,65,3,8
 Assistant Manager / Manager - Corporate Sales,"4,00,000-9,00,000pa.",3 - 8 yrs, International Sales Media Sales ad sales corporate sales manager Digital Sales Exhibitions Event Sales Online Sales Space Selling corporate sales,Corporate Sales,Delhi,Sales ,Other,Sales/Business Development Manager,40.0,90.0,65,3,8
 Assistant Vice President - Stock Broking - Delhi,"4,00,000-9,00,000pa.",3 - 8 yrs, Equity Currency Mutual Funds Commodities Stock Broking New Client Acquisition Business Generation Channel Distribution Team Management team handling sales,Senior Management,Delhi NCR,Sales ,Banking,Head/VP/GM/National Manager -Sales,40.0,90.0,65,3,8
 Applications Invited for the post of Management Faculty,"4,00,000-9,00,000pa.",1 - 6 yrs, Teaching Accounting Fiemptyce University Professor Activities Lecturer Activities Institute Administration General Management Phd Professor,University Level,Bengaluru,Teaching ,Education,Assistant Professor,40.0,90.0,65,1,6
 Dot Net Developer,"4,00,000-9,00,000pa.",2 - 7 yrs, C VBNET ADONet ASPNet MS SQL Server Net WCF Visual Studio ASP Ajax,Voice,Navi Mumbai,ITES ,KPO,Associate/Senior Associate -(Technical),40.0,90.0,65,2,7
 Elevator Company is Hiring For Sales Engineer : Mumbai,"4,00,000-9,00,000pa.",3 - 8 yrs, Sales Engineer Elevators,Retail Sales,Mumbai,Sales ,Construction,Sales/Business Development Manager,40.0,90.0,65,3,8
 Team Manager - Direct Sales,"4,00,000-9,00,000pa.",3 - 5 yrs, Team Management Training Education Direct Sales Institutional Sales,Channel Sales,Bengaluru,Sales ,Education,Area / Territory Manager,40.0,90.0,65,3,5
 Hiring Lead Cloud -Ops Enigneer with Minfy Technologies for Hyderabad,"4,00,000-9,00,000pa.",4 - 8 yrs, service desk enterprise support technical support itil team leading aws service delivery customer experience cloud Incident Management Change Management,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,40.0,90.0,65,4,8
 Android Developer @ Bangalore,"4,00,000-9,00,000pa.",4 - 6 yrs, android sdk MVVM,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,40.0,90.0,65,4,6
